Source Display for .\Instrument Errors.xlsx
ErrorName,ErrorId,ErrorType,ErrorDisplaysMsg,ErrorDisplayMsg
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG,444,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT,445,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT,446,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG,447,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_MODULE_IS_HALTED,448,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_UNKNOWN_ERROR,449,Warning,False,
ERROR_CHASIS_POWER_CAN_DIST_INTERLOCK_ACTIVE,450,ServiceCall,True,
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_P1,451,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_P2,452,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_E1,453,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_E2,454,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_D1,455,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_D2,456,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_INVALID_FW_VERSION_W1,457,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_INVALID_FW_VERSION_W2,458,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_INVALID_FW_VERSION,459,Warning,False,
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_RFID_INVALID_FW_VERSION,460,Warning,False,
ERROR_MISSING_NODE_MASTER_PLACEHOLDER,461,Warning,False,
ERROR_MISSING_NODE_INSTRUMENT_MASTER,462,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_AXIS_X,463,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_AXIS_Y,464,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_AXIS_Z,465,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_PISTON_PUMP_1,466,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_PISTON_PUMP_2,467,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_DETECTOR_LED_DRIVE,468,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_DR_FLUIDICS_CONTROLLER,469,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_BOTTLE_SWITCHING_VALVE_CONTROLLER,470,Warning,False,
ERROR_MISSING_NODE_ENTRY_HOTEL,471,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_EXIT_HOTEL,472,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_POWER_CAN_DIST,473,ServiceCall,True,"A Communications error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_MISSING_NODE_BUS_SENTINEL,474,Warning,False,
ERROR_DR_INSTRUMENT_MASTER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,475,Warning,False,
ERROR_DR_AXIS_X_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,476,Warning,False,
ERROR_DR_AXIS_Y_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,477,Warning,False,
ERROR_DR_AXIS_Z_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,478,Warning,False,
ERROR_DR_PISTON_PUMP_1_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,479,Warning,False,
ERROR_DR_PISTON_PUMP_2_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,480,Warning,False,
ERROR_DR_DETECTOR_LED_DRIVE_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,481,Warning,False,
ERROR_DG_FLUIDICS_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,482,Warning,False,
ERROR_DR_DETECTOR_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,483,Warning,False,
ERROR_DR_FLUIDICS_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,484,Warning,False,
ERROR_DG_LOCAL_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,485,Warning,False,
ERROR_TC_LOCAL_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,486,Warning,False,
ERROR_CHASIS_HANDLER_X_AXIS_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,487,Warning,False,
ERROR_CHASIS_HANDLER_Y_AXIS_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,488,Warning,False,
ERROR_CHASIS_HANDLER_Z_AXIS_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,489,Warning,False,
ERROR_CHASIS_HANDLER_UNABLE_TO_CHECK_TC_FOR_PLATE,490,ServiceCall,True,"A Plate Handler error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_UNABLE_TO_REMOVE_PLATE_FROM_DG,491,ServiceCall,True,"A Plate Handler error has occurred while trying to remove a plate from the Droplet Generator.  Please turn off the instrument power, open the front panel and remove the plate manually.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_UNABLE_TO_REMOVE_PLATE_FROM_TC,492,ServiceCall,True,"A Plate Handler error has occurred while trying to remove a plate from the Thermal Cycler.  Please turn off the instrument power, open the front panel and remove the plate manually.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_UNABLE_TO_REMOVE_PLATE_FROM_DR,493,ServiceCall,True,"A Plate Handler error has occurred while trying to remove a plate from the Droplet Reader.  Please turn off the instrument power, open the front panel and remove the plate manually.  If the issue persists, please call Bio-Rad support."
ERROR_TC_EJECTOR_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,494,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,495,Warning,False,
ERROR_DR_MASTER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,496,Warning,False,
ERROR_CHASIS_POWER_CAN_DIST_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,497,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,498,Warning,False,
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,499,Warning,False,
ERROR_CHASIS_FRONT_DOOR_BOARD_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,500,Warning,False,
BUS_SENTINAL_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,501,Warning,False,
ERROR_DR_INSTRUMENT_MASTER_ASSERT_DETECTED,502,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_AXIS_X_ASSERT_DETECTED,503,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_AXIS_Y_ASSERT_DETECTED,504,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_AXIS_Z_ASSERT_DETECTED,505,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_PISTON_PUMP_1_ASSERT_DETECTED,506,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_PISTON_PUMP_2_ASSERT_DETECTED,507,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_DETECTOR_LED_DRIVE_ASSERT_DETECTED,508,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DG_FLUIDICS_CONTROLLER_ASSERT_DETECTED,509,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_DETECTOR_ASSERT_DETECTED,510,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_FLUIDICS_CONTROLLER_ASSERT_DETECTED,511,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DG_LOCAL_CONTROLLER_ASSERT_DETECTED,512,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_TC_LOCAL_CONTROLLER_ASSERT_DETECTED,513,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_X_AXIS_ASSERT_DETECTED,514,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_Y_AXIS_ASSERT_DETECTED,515,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_HANDLER_Z_AXIS_ASSERT_DETECTED,516,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_TC_EJECTOR_ASSERT_DETECTED,517,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_ENTRY_HOTEL_ASSERT_DETECTED,518,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_DR_MASTER_ASSERT_DETECTED,519,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_POWER_CAN_DIST_ASSERT_DETECTED,520,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_EXIT_HOTEL_ASSERT_DETECTED,521,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_ASSERT_DETECTED,522,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_BOARD_ASSERT_DETECTED,523,ServiceCall,True,"A Control System error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. Please call Bio-Rad support to resolve the issue."
BUS_SENTINAL_ASSERT_DETECTED,524,ServiceCall,False,
ERROR_DR_INSTRUMENT_MASTER_BOOTLOADER_RUNNING,525,ServiceCall,False,
ERROR_DR_AXIS_X_BOOTLOADER_RUNNING,526,ServiceCall,False,
ERROR_DR_AXIS_Y_BOOTLOADER_RUNNING,527,ServiceCall,False,
ERROR_DR_AXIS_Z_BOOTLOADER_RUNNING,528,ServiceCall,False,
ERROR_DR_PISTON_PUMP_1_BOOTLOADER_RUNNING,529,ServiceCall,False,
ERROR_DR_PISTON_PUMP_2_BOOTLOADER_RUNNING,530,ServiceCall,False,
ERROR_DR_DETECTOR_LED_DRIVE_BOOTLOADER_RUNNING,531,ServiceCall,False,
ERROR_DG_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,532,ServiceCall,False,
ERROR_DR_DETECTOR_BOOTLOADER_RUNNING,533,ServiceCall,False,
ERROR_DR_FLUIDICS_CONTROLLER_BOOTLOADER_RUNNING,534,ServiceCall,False,
ERROR_DG_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,535,ServiceCall,False,
ERROR_TC_LOCAL_CONTROLLER_BOOTLOADER_RUNNING,536,ServiceCall,False,
ERROR_CHASIS_HANDLER_X_AXIS_BOOTLOADER_RUNNING,537,ServiceCall,False,
ERROR_CHASIS_HANDLER_Y_AXIS_BOOTLOADER_RUNNING,538,ServiceCall,False,
ERROR_CHASIS_HANDLER_Z_AXIS_BOOTLOADER_RUNNING,539,ServiceCall,False,
ERROR_TC_EJECTOR_BOOTLOADER_RUNNING,540,ServiceCall,False,
ERROR_CHASIS_ENTRY_HOTEL_BOOTLOADER_RUNNING,541,ServiceCall,False,
ERROR_DR_MASTER_BOOTLOADER_RUNNING,542,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_BOOTLOADER_RUNNING,543,ServiceCall,False,
ERROR_CHASIS_EXIT_HOTEL_BOOTLOADER_RUNNING,544,ServiceCall,False,
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_BOOTLOADER_RUNNING,545,ServiceCall,False,
ERROR_CHASIS_FRONT_DOOR_BOARD_BOOTLOADER_RUNNING,546,ServiceCall,False,
BUS_SENTINAL_BOOTLOADER_RUNNING,547,ServiceCall,False,
HANDLER_LOCATION_CONFIG_NOT_VALID,548,ServiceCall,False,
HANDLER_INVALID_AXIS,549,ServiceCall,False,
HANDLER_INVALID_LOCATION,550,ServiceCall,False,
HANDLER_SAVE_LOCATION_FAILED,551,ServiceCall,False,
HANDLER_PLATE_DETECTED_BEFORE_GET_PLATE,552,ServiceCall,False,
HANDLER_BUSY,553,ServiceCall,False,
HANDLER_TIMEOUT,554,ServiceCall,False,
HANDLER_PLATE_DETECTED_AFTER_DROP_OFF,555,ServiceCall,False,
ERROR_MW_ASSERTED,556,ServiceCall,False,
ERROR_CHASIS_FRONT_DOOR_ENTRY_NOT_HOMED,557,,False,
ERROR_CHASIS_FRONT_DOOR_EXIT_NOT_HOMED,558,,False,
ERROR_DR_INSTRUMENT_MASTER_CONNECTION_LOST,559,ServiceCall,False,
DR_NO_PLATE,560,ServiceCall,False,
ERROR_VERSIONS_DO_NOT_MATCH,561,ServiceCall,False,
ERROR_DR_BULK_TRANSFER_PATH_LENGTH,562,AssistanceNeeded,True,
ERROR_DR_BULK_TRANSFER_FILE_SIZE,563,AssistanceNeeded,True,
ERROR_DR_BULK_TRANSFER_FILE_NOT_FOUND,564,AssistanceNeeded,True,
ERROR_DR_BULK_TRANSFER_WELL_DATA_FAILED,565,AssistanceNeeded,True,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_DR_BULK_TRANSFER_PLATE_DATA_FAILED,566,AssistanceNeeded,True,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_WASTE_OVERFLOW_LOWER_SENSOR_DETECTED,567,AssistanceNeeded,True,"Waste detected in the overflow reservoir. Please perform aspirate vent overflow procedure before adding new plates. This procedure can be performed while the instrument is processing plates.  If the issue persists, please call Bio-Rad support."
ERROR_PLATE_RECOVERY_DATABASE_CORRUPTED,568,Warning,False,
ERROR_CHASIS_BFC_WASTE_OVERFLOW_TOP_SENSOR_DETECTED,569,ServiceCall,True,
ERROR_DR_WELL_ACQUISITION_TIMED_OUT,570,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_POWER_NOT_GOOD,571,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_AC_VOLTAGE_FAIL,572,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_OVER_TEMP,573,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_24V,574,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_ES,575,ServiceCall,False,
ERROR_CHASIS_POWER_CAN_DIST_FAULT_SIG_TC,576,ServiceCall,False,
ERROR_MISSING_NODE_HANDLER_X_AXIS,577,ServiceCall,False,
ERROR_MISSING_NODE_HANDLER_Y_AXIS,578,ServiceCall,False,
ERROR_MISSING_NODE_HANDLER_Z_AXIS,579,ServiceCall,False,
ERROR_MISSING_NODE_TC_EJECTOR,580,ServiceCall,False,
ERROR_DG_DG_LOCAL_CONTROLLER_HEATER_KILL_SWITCH_ACTIVE,581,ServiceCall,False,
ERROR_DG_DG_LOCAL_CONTROLLER_HEATER_TIMEOUT,582,ServiceCall,False,
ERROR_DG_DG_LOCAL_CONTROLLER_THERMOCOUPLE_ERROR,583,ServiceCall,False,
ERROR_DG_DG_LOCAL_CONTROLLER_THERMOCOUPLE_1_ERROR,584,ServiceCall,False,
ERROR_DG_DG_LOCAL_CONTROLLER_THERMOCOUPLE_2_ERROR,585,ServiceCall,False,
ERROR_DG_DG_Master_DG_IN_ERROR_STATE,586,ServiceCall,False,
ERROR_CHASIS_HANDLER_MOTION_FAILED,587,ServiceCall,False,
ERROR_TC_TC_LOCAL_CONTROLLER_TC_ERROR,588,ServiceCall,False,
UnknownSubmoduleError,1499,ServiceCall,True,"An instrument error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support."
InvalidInstrumentSerialNumbers,1501,ServiceCall,True,"Invalid instrument serial numbers. Power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_DG_UnknownError,1502,ServiceCall,True,"A Droplet Generator error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_TC_UnknownError,1503,ServiceCall,True,"A Thermal cycler error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_DR_UnknownError,1504,ServiceCall,True,"A Droplet Reader error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_PlateHandler_UnknownError,1505,ServiceCall,True,"A Plate Handler error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_InboxDoor_UnknownError,1506,ServiceCall,True,"Power cycle the instrument, push the doors slowly in a couple of inches and power on the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_OutboxDoor_UnknownError,1507,ServiceCall,True,"Power cycle the instrument, push the doors slowly in a couple of inches and power on the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_Instrument_UnknownError,1508,,True,"An Instrument error has occurred. Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_Instrument_Offline,1509,,True,"Instrument connection has been lost.Please power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
SW_InvalidFwVersion,1510,ServiceCall,False,
SW_TimeoutWaitingForResponseFromFW,1511,,False,
SoftwareError,1999,,True,"Software Error, exception caught. Some data might be usable.View the Event log for recent software exceptions and report to Bio-Rad support."
