Source Display for .\DNA2InstrumentErrorCodes.json,,,,
ErrorName,ErrorModule,ErrorType,ErrorDisplaysMsg,ErrorDisplayMsg
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, W2 is hung"
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT1,OutboxSlot,AssistanceNeeded,TRUE,"Failed to reserve exit hotel slot 1.
 • Remove the plate from exit hotel slot 1."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT2,OutboxSlot,AssistanceNeeded,TRUE,"Failed to reserve exit hotel slot 2.
 • Remove the plate from exit hotel slot 2."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT3,OutboxSlot,AssistanceNeeded,TRUE,"Failed to reserve exit hotel slot 3.
 • Remove the plate from exit hotel slot 3."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT4,OutboxSlot,AssistanceNeeded,TRUE,"Failed to reserve exit hotel slot 4.
 • Remove the plate from exit hotel slot 4."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT5,OutboxSlot,AssistanceNeeded,TRUE,"Failed to reserve exit hotel slot 5.
 • Remove the plate from exit hotel slot 5."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT1,OutboxSlot,AssistanceNeeded,TRUE,"Unexpected plate in Outbox Slot 1. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT2,OutboxSlot,AssistanceNeeded,TRUE,"Unexpected plate in Outbox Slot 2. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT3,OutboxSlot,AssistanceNeeded,TRUE,"Unexpected plate in Outbox Slot 3. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT4,OutboxSlot,AssistanceNeeded,TRUE,"Unexpected plate in Outbox Slot 4. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT5,OutboxSlot,AssistanceNeeded,TRUE,"Unexpected plate in Outbox Slot 5. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_BFC_RFID_ERROR_BAD_TAG_TYPE,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, bad tag type"
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_TAG,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, corrupt tag"
ERROR_CHASIS_BFC_RFID_ERROR_BUS_ERROR,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, bus error"
ERROR_CHASIS_BFC_RFID_ERROR_TIMEOUT,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, timeout"
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RO_SECTION,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, readonly section"
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RW_SECTION,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, read/write section"
ERROR_CHASIS_BFC_RFID_ERROR_UNKNOWN_ERROR,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, unknown error"
ERROR_CHASIS_BFC_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, tag changed before write"
ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_FAILED,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, write data failed"
ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, data buffer corrupt"
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P1,BottleAndFanController,ServiceCall,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P2,BottleAndFanController,ServiceCall,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E1,BottleAndFanController,ServiceCall,TRUE,Chassis bottle and fan controller rotator lost communication E1
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E2,BottleAndFanController,ServiceCall,TRUE,Chassis bottle and fan controller rotator lost communication E2
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P1,BottleAndFanController,ServiceCall,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P2,BottleAndFanController,ServiceCall,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E1,BottleAndFanController,ServiceCall,TRUE,Chassis bottle and fan controller rotator timeout E1
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E2,BottleAndFanController,ServiceCall,TRUE,Chassis bottle and fan controller rotator timeout E2
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write timed out P1
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write timed out P2
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write timed out E1
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write timed out E2
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write timed out D1
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write timed out D2
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P1,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, signal received P1"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P2,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, signal received P2"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E1,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error,signal received E1"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E2,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, signal received E2"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D1,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, signal received D1"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D2,BottleAndFanController,Warning,TRUE,"Chassis bottle and fan controller RFID error, signal received D2"
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write failed P1
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write failed P2
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write failed E1
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write failed E2
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write failed D1
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID write failed D2
ERROR_CHASIS_BFC_RFID_READ_FAILED_P1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID read failed P1
ERROR_CHASIS_BFC_RFID_READ_FAILED_P2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID read failed P2
ERROR_CHASIS_BFC_RFID_READ_FAILED_E1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID read failed E1
ERROR_CHASIS_BFC_RFID_READ_FAILED_E2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID read failed E2
ERROR_CHASIS_BFC_RFID_READ_FAILED_D1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID read failed D1
ERROR_CHASIS_BFC_RFID_READ_FAILED_D2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller RFID read failed D2
ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller DG waste over time released W1
ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller DG waste over time released W2
ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W1,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller DR waste over time released W1
ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W2,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller DR waste over time released W2
ERROR_CHASIS_BFC_WASTE_OVERFLOW_W1,BottleAndFanController,AssistanceNeeded,TRUE,"A waste overflow has occurred when pumping to waste bottle 1. Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 1.
 If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_WASTE_OVERFLOW_W2,BottleAndFanController,AssistanceNeeded,TRUE,"A waste overflow has occurred when pumping to waste bottle 2. Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 2.
 If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W1,BottleAndFanController,AssistanceNeeded,TRUE,Chassis bottle and fan controller waste in error state W1
ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W2,BottleAndFanController,AssistanceNeeded,TRUE,Chassis bottle and fan controller waste in error state W2
ERROR_CHASIS_BFC_WASTE_OVERFLOW_SENSOR_DETECTED,BottleAndFanController,AssistanceNeeded,TRUE,"A waste overflow has occurred.

Please ensure both waste bottles are empty and manually empty waste reservoir from the waste removal port per the user manual.
If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_V24V_OUT_OF_RANGE,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller V24V out of range
ERROR_CHASIS_BFC_V5V_OUT_OF_RANGE,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller V5V out of range
ERROR_CHASIS_BFC_V3p3V_OUT_OF_RANGE,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller V3p3V out of range
ERROR_CHASIS_BFC_TEMP_OUT_OF_RANGE,BottleAndFanController,Warning,TRUE,Chassis bottle and fan controller temperature out of range
ERROR_CHASIS_BFC_FAN_FAILURE_DG,BottleAndFanController,ServiceCall,TRUE,"An internal cooling error has occurred which might impact quality of the data.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BFC_FAN_FAILURE_TC,BottleAndFanController,ServiceCall,TRUE,"An internal cooling error has occurred which might impact quality of the data.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BFC_FAN_FAILURE_DR,BottleAndFanController,ServiceCall,TRUE,"An internal cooling error has occurred which might impact quality of the data.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_I24V_OUT_OF_RANGE,FrontDoor,Warning,TRUE,Chassis front door I24V out of range
ERROR_CHASIS_FRONT_DOOR_MOTOR_1_FAULT,InboxDoor,Warning,TRUE,Chassis front door motor 1 fault
ERROR_CHASIS_FRONT_DOOR_MOTOR_2_FAULT,OutboxDoor,Warning,TRUE,Chassis front door motor 2 fault
ERROR_CHASIS_FRONT_DOOR_ENTRY_NOT_HOMED,InboxDoor,AssistanceNeeded,TRUE,Entry door motor not homed
ERROR_CHASIS_FRONT_DOOR_EXIT_NOT_HOMED,OutboxDoor,AssistanceNeeded,TRUE,Exit door motor not homed
ERROR_CHASIS_FRONT_DOOR_ENTRY_DOOR_ERROR_TIMEOUT,InboxDoor,AssistanceNeeded,TRUE,"An inbox door move has failed.
 Please try again and call service if it persists."
ERROR_CHASIS_FRONT_DOOR_EXIT_DOOR_ERROR_TIMEOUT,OutboxDoor,AssistanceNeeded,TRUE,"An outbox door move has failed.
 Please try again and call service if it persists."
ERROR_CHASIS_FRONT_DOOR_ENTRY_DOOR_ERROR_OUT_OF_BOUNDS,InboxDoor,AssistanceNeeded,TRUE,"An inbox door move has failed.
 Please try again and call service if it persists."
ERROR_CHASIS_FRONT_DOOR_EXIT_DOOR_ERROR_OUT_OF_BOUNDS,OutboxDoor,AssistanceNeeded,TRUE,"An outbox door move has failed.
 Please try again and call service if it persists."
ERROR_CHASIS_FRONT_DOOR_ENTRY_DOOR_ERROR_DID_NOT_REACH_TARGET_POSITION,InboxDoor,AssistanceNeeded,TRUE,"Failed to open/close the door, push the doors slowly in a couple of inches.
Press the open/close door button again.
If the problem persists call service."
ERROR_CHASIS_FRONT_DOOR_EXIT_DOOR_ERROR_DID_NOT_REACH_TARGET_POSITION,OutboxDoor,AssistanceNeeded,TRUE,"Failed to open/close the door, push the doors slowly in a couple of inches.
Press the open/close door button again.
If the problem persists call service."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_BAD_TAG_TYPE,FrontDoorRfid,AssistanceNeeded,TRUE,"An error has occurred while scanning the plate. Please try a different plate.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_CORRUPT_TAG,FrontDoorRfid,AssistanceNeeded,TRUE,"An error has occurred while scanning the plate. Please try a different plate.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_BUS_ERROR,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, bus error"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TIMEOUT,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, timeout"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_CORRUPT_RO_SECTION,FrontDoorRfid,Warning,TRUE,"An error has occurred while scanning the plate. Please try a different plate.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_CORRUPT_RW_SECTION,FrontDoorRfid,Warning,TRUE,"An error has occurred while scanning the plate. Please try a different plate.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_UNKNOWN_ERROR,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, unknown error"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, tag changed before write"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_WRITE_DATA_FAILED,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, write data failed"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, write data buffer corrupt"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_RESETTING_MODULE_POWER,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, resetting module power"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_POWER_FAULT,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, power fault"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_I2C_RFID_BUS_DOWN,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, I2C RFID bus down"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_I2C_FRONT_LED_BUS_DOWN,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, I2C front LED bus down"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_RESETTING_I2C_PERIPHERAL,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, resetting I2C peripheral"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR,Instrument,Warning,FALSE,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_UUID_SIZE_TOO_BIG,Instrument,Warning,FALSE,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_MODULE_COMMAND_CORRUPT,Instrument,Warning,FALSE,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_MODULE_TIMED_OUT,Instrument,Warning,FALSE,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_COMMAND_TOO_LONG,Instrument,Warning,FALSE,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_MODULE_IS_HALTED,Instrument,Warning,FALSE,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_UNKNOWN_ERROR,FrontDoorRfid,Warning,TRUE,"Chassis front door RFID error, unknown error"
ERROR_CHASIS_POWER_CAN_DIST_INTERLOCK_ACTIVE,Instrument,ServiceCall,TRUE,The instrument front panel has been opened. All runs have been aborted. Please close the front panel and power cycle the instrument.
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_P1,RfidProbesOil1,Warning,TRUE,Chassis entry hotel RFID invalid firmware version P1
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_P2,RfidProbesOil2,Warning,TRUE,Chassis entry hotel RFID invalid firmware version P2
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_E1,RfidEvagreenOil1,Warning,TRUE,Chassis entry hotel RFID invalid firmware version E1
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_E2,RfidEvagreenOil2,Warning,TRUE,Chassis entry hotel RFID invalid firmware version E2
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_D1,RfidDrOil1,Warning,TRUE,Chassis entry hotel RFID invalid firmware version D1
ERROR_CHASIS_ENTRY_HOTEL_RFID_INVALID_FW_VERSION_D2,RfidDrOil2,Warning,TRUE,Chassis entry hotel RFID invalid firmware version D2
ERROR_CHASIS_EXIT_HOTEL_RFID_INVALID_FW_VERSION_W1,RfidWaste1,Warning,TRUE,Chassis entry hotel RFID invalid firmware version W1
ERROR_CHASIS_EXIT_HOTEL_RFID_INVALID_FW_VERSION_W2,RfidWaste2,Warning,TRUE,Chassis entry hotel RFID invalid firmware version W2
ERROR_CHASIS_FRONT_DOOR_RFID_INVALID_FW_VERSION,FrontDoorRfid,Warning,TRUE,Chassis entry hotel RFID invalid firmware version
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_RFID_INVALID_FW_VERSION,Instrument,Warning,TRUE,Chassis bottle and fan controller RFID invalid firmware version
ERROR_MISSING_NODE_MASTER_PLACEHOLDER,Instrument,Warning,TRUE,Missing node master placeholder
ERROR_MISSING_NODE_INSTRUMENT_MASTER,Instrument,ServiceCall,TRUE,Missing node instrument master
ERROR_MISSING_NODE_AXIS_X,Instrument,ServiceCall,TRUE,Missing node axis X
ERROR_MISSING_NODE_AXIS_Y,Instrument,ServiceCall,TRUE,Missing node axis Y
ERROR_MISSING_NODE_AXIS_Z,Instrument,ServiceCall,TRUE,Missing node axis Z
ERROR_MISSING_NODE_PISTON_PUMP_1,Instrument,ServiceCall,TRUE,Missing node piston pump 1
ERROR_MISSING_NODE_PISTON_PUMP_2,Instrument,ServiceCall,TRUE,Missing node piston pump 2
ERROR_MISSING_NODE_DETECTOR_LED_DRIVE,Instrument,ServiceCall,TRUE,Missing node detector LED drive
ERROR_MISSING_NODE_DR_FLUIDICS_CONTROLLER,Instrument,ServiceCall,TRUE,Missing node DR fluidics controller
ERROR_MISSING_NODE_BOTTLE_SWITCHING_VALVE_CONTROLLER,Instrument,Warning,TRUE,Missing node bottle switching valve controller
ERROR_MISSING_NODE_ENTRY_HOTEL,Instrument,ServiceCall,TRUE,Missing node entry hotel
ERROR_MISSING_NODE_EXIT_HOTEL,Instrument,ServiceCall,TRUE,Missing node exit hotel
ERROR_MISSING_NODE_POWER_CAN_DIST,Instrument,ServiceCall,TRUE,Missing node CAN bus power distributor
ERROR_MISSING_NODE_BUS_SENTINEL,Instrument,Warning,TRUE,Missing node bus sentinel
ERROR_DR_INSTRUMENT_MASTER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR instrument master did not respond to heartbeat request
ERROR_DR_AXIS_X_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR axis X did not respond to heartbeat request
ERROR_DR_AXIS_Y_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR axis Y did not respond to heartbeat request
ERROR_DR_AXIS_Z_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR axis Z did not respond to heartbeat request
ERROR_DR_PISTON_PUMP_1_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR piston pump 1 did not respond to heartbeat request
ERROR_DR_PISTON_PUMP_2_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR piston pump 2 did not respond to heartbeat request
ERROR_DR_DETECTOR_LED_DRIVE_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR detector LED drive did not respond to heartbeat request
ERROR_DG_FLUIDICS_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DG,Warning,TRUE,DG fluidics controller did not respond to heartbeat request
ERROR_DR_DETECTOR_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR detector did not respond to heartbeat request
ERROR_DR_FLUIDICS_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR fluidics controller did not respond to heartbeat request
ERROR_DG_LOCAL_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DG,Warning,TRUE,DG local controller did not respond to heartbeat request
ERROR_TC_LOCAL_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,TC,Warning,TRUE,TC local controller did not respond to heartbeat request
ERROR_CHASIS_HANDLER_X_AXIS_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,PlateHandler,Warning,TRUE,Chassis handler X axis did not respond to heartbeat request
ERROR_CHASIS_HANDLER_Y_AXIS_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,PlateHandler,Warning,TRUE,Chassis handler Y axis did not respond to heartbeat request
ERROR_CHASIS_HANDLER_Z_AXIS_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,PlateHandler,Warning,TRUE,Chassis handler Z axis did not respond to heartbeat request
ERROR_CHASIS_HANDLER_UNABLE_TO_CHECK_TC_FOR_PLATE,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_UNABLE_TO_REMOVE_PLATE_FROM_DG,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred while trying to remove a plate from the Droplet Generator. Please turn off the instrument power, open the front panel and remove the plate manually.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_UNABLE_TO_REMOVE_PLATE_FROM_TC,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred while trying to remove a plate from the Thermal Cycler. Please turn off the instrument power, open the front panel and remove the plate manually.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_HANDLER_UNABLE_TO_REMOVE_PLATE_FROM_DR,PlateHandler,ServiceCall,TRUE,"A Plate Handler error has occurred while trying to remove a plate from the Droplet Reader. Please turn off the instrument power, open the front panel and remove the plate manually.
 If the issue persists, please call Bio-Rad support."
ERROR_TC_EJECTOR_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,TC,Warning,TRUE,TC ejector did not respond to heartbeat request
ERROR_CHASIS_ENTRY_HOTEL_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,Inbox,Warning,TRUE,Chassis entry hotel did not respond to heartbeat request
ERROR_DR_MASTER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,DR,Warning,TRUE,DR master did not respond to heartbeat request
ERROR_CHASIS_POWER_CAN_DIST_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,Instrument,Warning,TRUE,Chassis CAN bus power distributor did not respond to heartbeat request
ERROR_CHASIS_EXIT_HOTEL_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,Outbox,Warning,TRUE,Chassis exit hotel did not respond to heartbeat request
ERROR_CHASIS_BOTTLE_AND_FAN_CONTROLLER_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,Instrument,Warning,TRUE,Chassis bottle and fan controller did not respond to heartbeat request
ERROR_CHASIS_FRONT_DOOR_BOARD_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,FrontDoor,Warning,TRUE,Chassis front door board did not respond to heartbeat request
BUS_SENTINAL_DID_NOT_RESPOND_TO_HEARTBEAT_REQUEST,Instrument,Warning,TRUE,Bus sentinel did not respond to heartbeat request
ERROR_DR_INSTRUMENT_MASTER_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_AXIS_X_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_AXIS_Y_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_AXIS_Z_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_PISTON_PUMP_1_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_PISTON_PUMP_2_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
ERROR_DR_DETECTOR_LED_DRIVE_ASSERT_DETECTED,DR,ServiceCall,TRUE,"A Control System error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 Please call Bio-Rad support to resolve the issue."
