TOTAL JOIN TABLE SUMMARY:::::,,,,,,,,,,,
,,,,,,,,,,,
"	FirstValueSource = .\Instrument Errors.xlsx",,,,,,,,,,,
"	SecondValueSource = .\DNA2InstrumentErrorCodes.json",,,,,,,,,,,
ErrorCode_1,ErrorCode_2,ErrorType_1,ErrorType_2,ErrorModule,ErrorModuleSuggestions,ErrorHasMsg_1,ErrorHasMsgSuggestion_1,ErrorMsg_1,ErrorHasMsg_2,ErrorHasMsgSuggestion_2,ErrorMsg_2
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_1_BUS_DOWN,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_1_BUS_DOWN,Warning,Warning,RfidWaste1,Outbox,FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, module 1 bus down"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_2_BUS_DOWN,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_2_BUS_DOWN,Warning,Warning,RfidWaste2,Outbox,FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, module 2 bus down"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W1,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W1,Warning,Warning,RfidWaste1,"RfidWaste1,Outbox",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, resetting module power W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W2,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W2,Warning,Warning,RfidWaste2,"RfidWaste2,Outbox",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, resetting module power W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W1,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W1,Warning,Warning,RfidWaste1,"RfidWaste1,Outbox",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, resetting I2C peripheral W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W2,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W2,Warning,Warning,RfidWaste2,"RfidWaste2,Outbox",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, resetting I2C peripheral W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W1,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W1,Warning,Warning,RfidWaste1,"RfidWaste1,Outbox,Bottles",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, talking to bottle LED's W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W2,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W2,Warning,Warning,RfidWaste2,"RfidWaste2,Outbox,Bottles",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, talking to bottle LED's W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W1,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W1,Warning,Warning,RfidWaste1,"RfidWaste1,Outbox",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, W1 is hung"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W2,ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W2,Warning,Warning,RfidWaste2,"RfidWaste2,Outbox",FALSE,FALSE,,TRUE,TRUE,"Chassis exit hotel RFID error, W2 is hung"
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT1,ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT1,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 1.  Please remove it.,TRUE,TRUE,"Failed to reserve exit hotel slot 1.
 • Remove the plate from exit hotel slot 1."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT2,ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT2,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 2.  Please remove it.,TRUE,TRUE,"Failed to reserve exit hotel slot 2.
 • Remove the plate from exit hotel slot 2."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT3,ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT3,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 3.  Please remove it.,TRUE,TRUE,"Failed to reserve exit hotel slot 3.
 • Remove the plate from exit hotel slot 3."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT4,ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT4,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 4.  Please remove it.,TRUE,TRUE,"Failed to reserve exit hotel slot 4.
 • Remove the plate from exit hotel slot 4."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT5,ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT5,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 5.  Please remove it.,TRUE,TRUE,"Failed to reserve exit hotel slot 5.
 • Remove the plate from exit hotel slot 5."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT1,ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT1,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 1.  Please remove it.,TRUE,TRUE,"Unexpected plate in Outbox Slot 1. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT2,ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT2,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 2.  Please remove it.,TRUE,TRUE,"Unexpected plate in Outbox Slot 2. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT3,ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT3,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 3.  Please remove it.,TRUE,TRUE,"Unexpected plate in Outbox Slot 3. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT4,ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT4,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 4.  Please remove it.,TRUE,TRUE,"Unexpected plate in Outbox Slot 4. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT5,ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT5,AssistanceNeeded,AssistanceNeeded,OutboxSlot,"OutboxSlot,Outbox,Slot",TRUE,TRUE,There is an unexpected plate in Outbox Slot 5.  Please remove it.,TRUE,TRUE,"Unexpected plate in Outbox Slot 5. Please remove the plate.
Click on Open Outbox button if the door is closed."
ERROR_CHASIS_BFC_RFID_ERROR_BAD_TAG_TYPE,ERROR_CHASIS_BFC_RFID_ERROR_BAD_TAG_TYPE,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, bad tag type"
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_TAG,ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_TAG,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, corrupt tag"
ERROR_CHASIS_BFC_RFID_ERROR_BUS_ERROR,ERROR_CHASIS_BFC_RFID_ERROR_BUS_ERROR,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, bus error"
ERROR_CHASIS_BFC_RFID_ERROR_TIMEOUT,ERROR_CHASIS_BFC_RFID_ERROR_TIMEOUT,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, timeout"
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RO_SECTION,ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RO_SECTION,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, readonly section"
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RW_SECTION,ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RW_SECTION,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, read/write section"
ERROR_CHASIS_BFC_RFID_ERROR_UNKNOWN_ERROR,ERROR_CHASIS_BFC_RFID_ERROR_UNKNOWN_ERROR,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, unknown error"
ERROR_CHASIS_BFC_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE,ERROR_CHASIS_BFC_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, tag changed before write"
ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_FAILED,ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_FAILED,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, write data failed"
ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT,ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, data buffer corrupt"
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P1,ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P1,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P2,ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P2,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E1,ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E1,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller rotator lost communication E1
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E2,ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E2,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller rotator lost communication E2
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P1,ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P1,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P2,ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P2,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Supply Oil error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E1,ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E1,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller rotator timeout E1
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E2,ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E2,ServiceCall,ServiceCall,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller rotator timeout E2
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P1,ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P1,Warning,Warning,BottleAndFanController,"RfidProbesOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write timed out P1
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P2,ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P2,Warning,Warning,BottleAndFanController,"RfidProbesOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write timed out P2
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E1,ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E1,Warning,Warning,BottleAndFanController,"RfidEvagreenOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write timed out E1
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E2,ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E2,Warning,Warning,BottleAndFanController,"RfidEvagreenOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write timed out E2
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D1,ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D1,Warning,Warning,BottleAndFanController,"RfidDrOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write timed out D1
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D2,ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D2,Warning,Warning,BottleAndFanController,"RfidDrOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write timed out D2
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P1,ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P1,Warning,Warning,BottleAndFanController,"RfidProbesOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, signal received P1"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P2,ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P2,Warning,Warning,BottleAndFanController,"RfidProbesOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, signal received P2"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E1,ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E1,Warning,Warning,BottleAndFanController,"RfidEvagreenOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error,signal received E1"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E2,ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E2,Warning,Warning,BottleAndFanController,"RfidEvagreenOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, signal received E2"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D1,ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D1,Warning,Warning,BottleAndFanController,"RfidDrOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, signal received D1"
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D2,ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D2,Warning,Warning,BottleAndFanController,"RfidDrOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,"Chassis bottle and fan controller RFID error, signal received D2"
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P1,ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P1,Warning,Warning,BottleAndFanController,"RfidProbesOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write failed P1
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P2,ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P2,Warning,Warning,BottleAndFanController,"RfidProbesOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write failed P2
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E1,ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E1,Warning,Warning,BottleAndFanController,"RfidEvagreenOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write failed E1
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E2,ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E2,Warning,Warning,BottleAndFanController,"RfidEvagreenOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write failed E2
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D1,ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D1,Warning,Warning,BottleAndFanController,"RfidDrOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write failed D1
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D2,ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D2,Warning,Warning,BottleAndFanController,"RfidDrOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID write failed D2
ERROR_CHASIS_BFC_RFID_READ_FAILED_P1,ERROR_CHASIS_BFC_RFID_READ_FAILED_P1,Warning,Warning,BottleAndFanController,"RfidProbesOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID read failed P1
ERROR_CHASIS_BFC_RFID_READ_FAILED_P2,ERROR_CHASIS_BFC_RFID_READ_FAILED_P2,Warning,Warning,BottleAndFanController,"RfidProbesOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID read failed P2
ERROR_CHASIS_BFC_RFID_READ_FAILED_E1,ERROR_CHASIS_BFC_RFID_READ_FAILED_E1,Warning,Warning,BottleAndFanController,"RfidEvagreenOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID read failed E1
ERROR_CHASIS_BFC_RFID_READ_FAILED_E2,ERROR_CHASIS_BFC_RFID_READ_FAILED_E2,Warning,Warning,BottleAndFanController,"RfidEvagreenOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID read failed E2
ERROR_CHASIS_BFC_RFID_READ_FAILED_D1,ERROR_CHASIS_BFC_RFID_READ_FAILED_D1,Warning,Warning,BottleAndFanController,"RfidDrOil1,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID read failed D1
ERROR_CHASIS_BFC_RFID_READ_FAILED_D2,ERROR_CHASIS_BFC_RFID_READ_FAILED_D2,Warning,Warning,BottleAndFanController,"RfidDrOil2,BottleAndFanController",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller RFID read failed D2
ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W1,ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W1,Warning,Warning,BottleAndFanController,"BottleAndFanController,DG",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller DG waste over time released W1
ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W2,ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W2,Warning,Warning,BottleAndFanController,"BottleAndFanController,DG",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller DG waste over time released W2
ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W1,ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W1,Warning,Warning,BottleAndFanController,"BottleAndFanController,DR",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller DR waste over time released W1
ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W2,ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W2,Warning,Warning,BottleAndFanController,"BottleAndFanController,DR",FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller DR waste over time released W2
ERROR_CHASIS_BFC_WASTE_OVERFLOW_W1,ERROR_CHASIS_BFC_WASTE_OVERFLOW_W1,AssistanceNeeded,AssistanceNeeded,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"A waste overflow has occurred when pumping to waste bottle 1.  Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 1.  If the error re-occurs, please call service for assistance.",TRUE,TRUE,"A waste overflow has occurred when pumping to waste bottle 1. Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 1.
 If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_WASTE_OVERFLOW_W2,ERROR_CHASIS_BFC_WASTE_OVERFLOW_W2,AssistanceNeeded,AssistanceNeeded,BottleAndFanController,BottleAndFanController,TRUE,TRUE,"A waste overflow has occurred when pumping to waste bottle 2.  Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 2.  If the error re-occurs, please call service for assistance.",TRUE,TRUE,"A waste overflow has occurred when pumping to waste bottle 2. Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 2.
 If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W1,ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W1,Warning,AssistanceNeeded,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller waste in error state W1
ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W2,ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W2,Warning,AssistanceNeeded,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller waste in error state W2
ERROR_CHASIS_BFC_WASTE_OVERFLOW_SENSOR_DETECTED,ERROR_CHASIS_BFC_WASTE_OVERFLOW_SENSOR_DETECTED,Warning,AssistanceNeeded,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,"A waste overflow has occurred.

Please ensure both waste bottles are empty and manually empty waste reservoir from the waste removal port per the user manual.
If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_V24V_OUT_OF_RANGE,ERROR_CHASIS_BFC_V24V_OUT_OF_RANGE,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller V24V out of range
ERROR_CHASIS_BFC_V5V_OUT_OF_RANGE,ERROR_CHASIS_BFC_V5V_OUT_OF_RANGE,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller V5V out of range
ERROR_CHASIS_BFC_V3p3V_OUT_OF_RANGE,ERROR_CHASIS_BFC_V3p3V_OUT_OF_RANGE,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller V3p3V out of range
ERROR_CHASIS_BFC_TEMP_OUT_OF_RANGE,ERROR_CHASIS_BFC_TEMP_OUT_OF_RANGE,Warning,Warning,BottleAndFanController,BottleAndFanController,FALSE,FALSE,,TRUE,TRUE,Chassis bottle and fan controller temperature out of range
ERROR_CHASIS_BFC_FAN_FAILURE_DG,ERROR_CHASIS_BFC_FAN_FAILURE_DG,ServiceCall,ServiceCall,BottleAndFanController,"BottleAndFanController,DG",TRUE,TRUE,An internal cooling error has occurred which might impact quality of the data.  Please call Bio-Rad support to resolve the issue.,TRUE,TRUE,"An internal cooling error has occurred which might impact quality of the data.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BFC_FAN_FAILURE_TC,ERROR_CHASIS_BFC_FAN_FAILURE_TC,ServiceCall,ServiceCall,BottleAndFanController,"BottleAndFanController,TC",TRUE,TRUE,An internal cooling error has occurred which might impact quality of the data.  Please call Bio-Rad support to resolve the issue.,TRUE,TRUE,"An internal cooling error has occurred which might impact quality of the data.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BFC_FAN_FAILURE_DR,ERROR_CHASIS_BFC_FAN_FAILURE_DR,ServiceCall,ServiceCall,BottleAndFanController,"BottleAndFanController,DR",TRUE,TRUE,An internal cooling error has occurred which might impact quality of the data.  Please call Bio-Rad support to resolve the issue.,TRUE,TRUE,"An internal cooling error has occurred which might impact quality of the data.
 Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_I24V_OUT_OF_RANGE,ERROR_CHASIS_FRONT_DOOR_I24V_OUT_OF_RANGE,Warning,Warning,FrontDoor,FrontDoor,FALSE,FALSE,,TRUE,TRUE,Chassis front door I24V out of range
ERROR_CHASIS_FRONT_DOOR_MOTOR_1_FAULT,ERROR_CHASIS_FRONT_DOOR_MOTOR_1_FAULT,Warning,Warning,InboxDoor,FrontDoor,FALSE,FALSE,,TRUE,TRUE,Chassis front door motor 1 fault
